"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","start_position","end_position","strand","transcript_start","transcript_end","transcription_start_site","transcript_length","transcript_is_canonical","transcript_tsl","gene_biotype","transcript_biotype","ensembl_peptide_id"
"ZEB2","ENSG00000169554","ENST00000303660","2",144364364,144521057,-1,144389317,144520006,144520006,3913,NA,"tsl1","protein_coding","protein_coding","ENSP00000302501"
"ZEB2","ENSG00000169554","ENST00000637873","2",144364364,144521057,-1,144390552,144396461,144396461,100,NA,"tsl5","protein_coding","protein_coding","ENSP00000489701"
"ZEB2","ENSG00000169554","ENST00000675145","2",144364364,144521057,-1,144398721,144402662,144402662,3014,NA,"","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000427902","2",144364364,144521057,-1,144399080,144517718,144517718,2236,NA,"tsl1","protein_coding","protein_coding","ENSP00000395496"
"ZEB2","ENSG00000169554","ENST00000637267","2",144364364,144521057,-1,144399351,144521057,144521057,2677,NA,"tsl5","protein_coding","protein_coding","ENSP00000490293"
"ZEB2","ENSG00000169554","ENST00000392861","2",144364364,144521057,-1,144399870,144518261,144518261,1514,NA,"tsl1","protein_coding","protein_coding","ENSP00000376601"
"ZEB2","ENSG00000169554","ENST00000497268","2",144364364,144521057,-1,144403995,144405373,144405373,674,NA,"tsl3","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000431672","2",144364364,144521057,-1,144404098,144517506,144517506,709,NA,"tsl4","protein_coding","protein_coding","ENSP00000475267"
"ZEB2","ENSG00000169554","ENST00000409211","2",144364364,144521057,-1,144404996,144518450,144518450,587,NA,"tsl4","protein_coding","protein_coding","ENSP00000387256"
"ZEB2","ENSG00000169554","ENST00000465308","2",144364364,144521057,-1,144405003,144520361,144520361,1071,NA,"tsl5","protein_coding","protein_coding","ENSP00000487476"
"ZEB2","ENSG00000169554","ENST00000434448","2",144364364,144521057,-1,144424856,144518406,144518406,583,NA,"tsl5","protein_coding","nonsense_mediated_decay","ENSP00000487261"
"ZEB2","ENSG00000169554","ENST00000472146","2",144364364,144521057,-1,144426513,144520119,144520119,3837,NA,"tsl1","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000461784","2",144364364,144521057,-1,144429556,144517557,144517557,751,NA,"tsl3","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000476394","2",144364364,144521057,-1,144429603,144520386,144520386,601,NA,"tsl3","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000637591","2",144364364,144521057,-1,144429769,144517419,144517419,480,NA,"tsl5 (assigned to previous version 1)","protein_coding","protein_coding_CDS_not_defined",""
"ZEB2","ENSG00000169554","ENST00000479735","2",144364364,144521057,-1,144429788,144516761,144516761,543,NA,"tsl4","protein_coding","protein_coding_CDS_not_defined",""
"ZEB2","ENSG00000169554","ENST00000435831","2",144364364,144521057,-1,144429826,144517897,144517897,554,NA,"tsl4","protein_coding","protein_coding","ENSP00000400993"
"ZEB2","ENSG00000169554","ENST00000453352","2",144364364,144521057,-1,144429826,144520119,144520119,581,NA,"tsl3","protein_coding","protein_coding_CDS_not_defined",""
"ZEB2","ENSG00000169554","ENST00000444559","2",144364364,144521057,-1,144429911,144520400,144520400,577,NA,"tsl4","protein_coding","protein_coding","ENSP00000399451"
"ZEB2","ENSG00000169554","ENST00000630572","2",144364364,144521057,-1,144429982,144518026,144518026,468,NA,"tsl5","protein_coding","protein_coding","ENSP00000486346"
"ZEB2","ENSG00000169554","ENST00000628473","2",144364364,144521057,-1,144461112,144464078,144464078,2967,NA,"tslNA","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000484313","2",144364364,144521057,-1,144461833,144517632,144517632,845,NA,"tsl1","protein_coding","nonsense_mediated_decay","ENSP00000486341"
"ZEB2","ENSG00000169554","ENST00000629955","2",144364364,144521057,-1,144503662,144518007,144518007,1435,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"ZEB2","ENSG00000169554","ENST00000465070","2",144364364,144521057,-1,144511385,144520332,144520332,2949,NA,"tsl2","protein_coding","protein_coding","ENSP00000475502"
"ZEB2","ENSG00000169554","ENST00000470879","2",144364364,144521057,-1,144511389,144517755,144517755,2648,NA,"tsl1","protein_coding","protein_coding","ENSP00000475329"
"ZEB2","ENSG00000169554","ENST00000629520","2",144364364,144521057,-1,144511389,144520364,144520364,2564,NA,"tsl2","protein_coding","protein_coding","ENSP00000486240"
"ZEB2","ENSG00000169554","ENST00000636445","2",144364364,144521057,-1,144511389,144520381,144520381,2947,NA,"tsl5","protein_coding","nonsense_mediated_decay","ENSP00000490851"
"ZEB2","ENSG00000169554","ENST00000625161","2",144364364,144521057,-1,144511391,144514451,144514451,3061,NA,"tslNA","protein_coding","retained_intron",""
"ZEB2","ENSG00000169554","ENST00000462355","2",144364364,144521057,-1,144513423,144517750,144517750,656,NA,"tsl4","protein_coding","protein_coding","ENSP00000475400"
"ZEB2","ENSG00000169554","ENST00000886176","2",144364364,144521057,-1,144388016,144520394,144520394,5192,NA,"","protein_coding","protein_coding","ENSP00000556235"
"ZEB2","ENSG00000169554","ENST00000886177","2",144364364,144521057,-1,144388016,144520369,144520369,5367,NA,"","protein_coding","protein_coding","ENSP00000556236"
"ZEB2","ENSG00000169554","ENST00000886178","2",144364364,144521057,-1,144388016,144520313,144520313,5239,NA,"","protein_coding","protein_coding","ENSP00000556237"
"ZEB2","ENSG00000169554","ENST00000886179","2",144364364,144521057,-1,144388016,144518851,144518851,5330,NA,"","protein_coding","protein_coding","ENSP00000556238"
"ZEB2","ENSG00000169554","ENST00000965901","2",144364364,144521057,-1,144388023,144518294,144518294,5196,NA,"","protein_coding","protein_coding","ENSP00000635960"
"ZEB2","ENSG00000169554","ENST00000965902","2",144364364,144521057,-1,144388018,144518198,144518198,5203,NA,"","protein_coding","protein_coding","ENSP00000635961"
"ZEB2","ENSG00000169554","ENST00000984677","2",144364364,144521057,-1,144511385,144520394,144520394,2868,NA,"","protein_coding","protein_coding","ENSP00000654494"
"ZEB2","ENSG00000169554","ENST00001038806","2",144364364,144521057,-1,144461112,144520119,144520119,1726,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000708623"
"ZEB2","ENSG00000169554","ENST00001038807","2",144364364,144521057,-1,144511387,144518431,144518431,2692,NA,"","protein_coding","protein_coding","ENSP00000708624"
"ZEB2","ENSG00000169554","ENST00001091415","2",144364364,144521057,-1,144461833,144520154,144520154,863,NA,"","protein_coding","protein_coding","ENSP00000761221"
"PKD1","ENSG00000008710","ENST00000262304","16",2088708,2135898,-1,2088708,2135898,2135898,14140,1,"tsl1 (assigned to previous version 8)","protein_coding","protein_coding","ENSP00000262304"
"PKD1","ENSG00000008710","ENST00000423118","16",2088708,2135898,-1,2088708,2135898,2135898,14137,NA,"tsl1","protein_coding","protein_coding","ENSP00000399501"
"PKD1","ENSG00000008710","ENST00000472577","16",2088708,2135898,-1,2089527,2090839,2090839,1140,NA,"tsl2","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000564313","16",2088708,2135898,-1,2090765,2092013,2092013,568,NA,"tsl4","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000561668","16",2088708,2135898,-1,2090883,2092170,2092170,665,NA,"tsl3","protein_coding","nonsense_mediated_decay","ENSP00000461391"
"PKD1","ENSG00000008710","ENST00000487932","16",2088708,2135898,-1,2090985,2109853,2109853,6464,NA,"tsl5","protein_coding","nonsense_mediated_decay","ENSP00000457132"
"PKD1","ENSG00000008710","ENST00000485120","16",2088708,2135898,-1,2091428,2092597,2092597,696,NA,"tsl3","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000562425","16",2088708,2135898,-1,2091823,2093884,2093884,608,NA,"tsl3","protein_coding","nonsense_mediated_decay","ENSP00000455753"
"PKD1","ENSG00000008710","ENST00000567355","16",2088708,2135898,-1,2092046,2092911,2092911,575,NA,"tsl4","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000472659","16",2088708,2135898,-1,2092886,2094146,2094146,661,NA,"tsl3","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000568796","16",2088708,2135898,-1,2093355,2093873,2093873,447,NA,"tsl3","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000570253","16",2088708,2135898,-1,2097728,2100300,2100300,603,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000562297","16",2088708,2135898,-1,2097728,2103789,2103789,2040,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000567946","16",2088708,2135898,-1,2097728,2105398,2105398,1822,NA,"tsl5","protein_coding","protein_coding","ENSP00000457984"
"PKD1","ENSG00000008710","ENST00000486339","16",2088708,2135898,-1,2097728,2107759,2107759,4443,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000415938","16",2088708,2135898,-1,2097728,2112963,2112963,3386,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000483731","16",2088708,2135898,-1,2097728,2114124,2114124,4193,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000566905","16",2088708,2135898,-1,2097752,2100453,2100453,559,NA,"tsl3","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000496574","16",2088708,2135898,-1,2097852,2108016,2108016,4419,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000566784","16",2088708,2135898,-1,2097859,2099893,2099893,493,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000471603","16",2088708,2135898,-1,2098833,2103687,2103687,2505,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000480227","16",2088708,2135898,-1,2099078,2103793,2103793,2353,NA,"tsl1","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000570193","16",2088708,2135898,-1,2099462,2100407,2100407,596,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000469851","16",2088708,2135898,-1,2099932,2100686,2100686,661,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000483814","16",2088708,2135898,-1,2100023,2100765,2100765,563,NA,"tsl2","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000474088","16",2088708,2135898,-1,2101951,2103177,2103177,923,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000475889","16",2088708,2135898,-1,2102380,2103531,2103531,511,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000561991","16",2088708,2135898,-1,2103517,2106408,2106408,964,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000565639","16",2088708,2135898,-1,2103789,2114481,2114481,1976,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000564865","16",2088708,2135898,-1,2105357,2106104,2106104,480,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000564890","16",2088708,2135898,-1,2105378,2106407,2106407,574,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000483558","16",2088708,2135898,-1,2106276,2107756,2107756,577,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000568591","16",2088708,2135898,-1,2106503,2117959,2117959,2545,NA,"tsl2","protein_coding","nonsense_mediated_decay","ENSP00000457162"
"PKD1","ENSG00000008710","ENST00000569983","16",2088708,2135898,-1,2106521,2113074,2113074,722,NA,"tsl5","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000483024","16",2088708,2135898,-1,2106590,2112830,2112830,465,NA,"tsl5","protein_coding","protein_coding","ENSP00000456670"
"PKD1","ENSG00000008710","ENST00000488185","16",2088708,2135898,-1,2106941,2118078,2118078,737,NA,"tsl5","protein_coding","protein_coding","ENSP00000456672"
"PKD1","ENSG00000008710","ENST00000473780","16",2088708,2135898,-1,2107585,2108548,2108548,667,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000468674","16",2088708,2135898,-1,2109291,2113280,2113280,490,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PKD1","ENSG00000008710","ENST00000469241","16",2088708,2135898,-1,2111458,2112898,2112898,659,NA,"tsl2","protein_coding","retained_intron",""
"PKD1","ENSG00000008710","ENST00000570150","16",2088708,2135898,-1,2116592,2118124,2118124,571,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PRKCSH","ENSG00000130175","ENST00000676823","19",11422369,11450969,1,11435284,11442432,11435284,814,NA,"","protein_coding","protein_coding","ENSP00000503072"
"PRKCSH","ENSG00000130175","ENST00000591946","19",11422369,11450969,1,11435401,11436495,11435401,569,NA,"tsl2","protein_coding","protein_coding","ENSP00000464835"
"PRKCSH","ENSG00000130175","ENST00000589126","19",11422369,11450969,1,11435619,11442422,11435619,625,NA,"tsl5","protein_coding","protein_coding","ENSP00000467566"
"PRKCSH","ENSG00000130175","ENST00000588269","19",11422369,11450969,1,11435624,11437884,11435624,557,NA,"tsl5","protein_coding","protein_coding","ENSP00000465889"
"PRKCSH","ENSG00000130175","ENST00000587509","19",11422369,11450969,1,11435627,11441311,11435627,545,NA,"tsl4","protein_coding","protein_coding","ENSP00000465821"
"PRKCSH","ENSG00000130175","ENST00000593104","19",11422369,11450969,1,11435630,11441105,11435630,545,NA,"tsl4","protein_coding","protein_coding_CDS_not_defined",""
"PRKCSH","ENSG00000130175","ENST00000593053","19",11422369,11450969,1,11435632,11441252,11435632,588,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"PRKCSH","ENSG00000130175","ENST00000591462","19",11422369,11450969,1,11435635,11450965,11435635,2063,NA,"tsl5 (assigned to previous version 5)","protein_coding","protein_coding","ENSP00000465489"
"PRKCSH","ENSG00000130175","ENST00000592741","19",11422369,11450969,1,11435309,11450968,11435309,2426,NA,"tsl1","protein_coding","protein_coding","ENSP00000466134"
"PRKCSH","ENSG00000130175","ENST00000677123","19",11422369,11450969,1,11435635,11450968,11435635,2096,1,"","protein_coding","protein_coding","ENSP00000503163"
"PRKCSH","ENSG00000130175","ENST00000593101","19",11422369,11450969,1,11435740,11441321,11435740,578,NA,"tsl4","protein_coding","protein_coding","ENSP00000465047"
"PRKCSH","ENSG00000130175","ENST00000587327","19",11422369,11450969,1,11435699,11450867,11435699,2235,NA,"tsl2","protein_coding","protein_coding","ENSP00000466012"
"PRKCSH","ENSG00000130175","ENST00000589838","19",11422369,11450969,1,11436118,11450940,11436118,1898,NA,"tsl1","protein_coding","protein_coding","ENSP00000465461"
"PRKCSH","ENSG00000130175","ENST00000589990","19",11422369,11450969,1,11442407,11445846,11442407,567,NA,"tsl2","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000585325","19",11422369,11450969,1,11446316,11448018,11446316,598,NA,"tsl4","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000592445","19",11422369,11450969,1,11447065,11447940,11447065,598,NA,"tsl2","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000585540","19",11422369,11450969,1,11447121,11448405,11447121,501,NA,"tsl3","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000586486","19",11422369,11450969,1,11447565,11450968,11447565,1613,NA,"tsl1","protein_coding","nonsense_mediated_decay","ENSP00000465948"
"PRKCSH","ENSG00000130175","ENST00000587290","19",11422369,11450969,1,11447934,11449422,11447934,780,NA,"tsl2","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000590098","19",11422369,11450969,1,11447998,11449163,11447998,795,NA,"tsl2","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000592435","19",11422369,11450969,1,11448537,11449268,11448537,358,NA,"tsl5","protein_coding","retained_intron",""
"PRKCSH","ENSG00000130175","ENST00000591510","19",11422369,11450969,1,11449779,11450967,11449779,591,NA,"tsl3","protein_coding","protein_coding_CDS_not_defined",""
"PRKCSH","ENSG00000130175","ENST00000852989","19",11422369,11450969,1,11435273,11450968,11435273,2261,NA,"","protein_coding","protein_coding","ENSP00000523048"
"PRKCSH","ENSG00000130175","ENST00000852990","19",11422369,11450969,1,11435273,11450968,11435273,3471,NA,"","protein_coding","protein_coding","ENSP00000523049"
"PRKCSH","ENSG00000130175","ENST00000852991","19",11422369,11450969,1,11435273,11450968,11435273,2231,NA,"","protein_coding","protein_coding","ENSP00000523050"
"PRKCSH","ENSG00000130175","ENST00000852992","19",11422369,11450969,1,11435309,11450968,11435309,2396,NA,"","protein_coding","protein_coding","ENSP00000523051"
"PRKCSH","ENSG00000130175","ENST00000852993","19",11422369,11450969,1,11435309,11450968,11435309,2429,NA,"","protein_coding","protein_coding","ENSP00000523052"
"PRKCSH","ENSG00000130175","ENST00000852994","19",11422369,11450969,1,11435273,11450968,11435273,2397,NA,"","protein_coding","protein_coding","ENSP00000523053"
"PRKCSH","ENSG00000130175","ENST00000852995","19",11422369,11450969,1,11435309,11450965,11435309,2444,NA,"","protein_coding","protein_coding","ENSP00000523054"
"PRKCSH","ENSG00000130175","ENST00000852996","19",11422369,11450969,1,11435309,11450968,11435309,3613,NA,"","protein_coding","protein_coding","ENSP00000523055"
"PRKCSH","ENSG00000130175","ENST00000852997","19",11422369,11450969,1,11435273,11450965,11435273,2424,NA,"","protein_coding","protein_coding","ENSP00000523056"
"PRKCSH","ENSG00000130175","ENST00000852998","19",11422369,11450969,1,11435309,11450965,11435309,2372,NA,"","protein_coding","protein_coding","ENSP00000523057"
"PRKCSH","ENSG00000130175","ENST00000852999","19",11422369,11450969,1,11435309,11450965,11435309,3619,NA,"","protein_coding","protein_coding","ENSP00000523058"
"PRKCSH","ENSG00000130175","ENST00000853000","19",11422369,11450969,1,11435309,11450968,11435309,1787,NA,"","protein_coding","protein_coding","ENSP00000523059"
"PRKCSH","ENSG00000130175","ENST00000853001","19",11422369,11450969,1,11435675,11450964,11435675,2058,NA,"","protein_coding","protein_coding","ENSP00000523060"
"PRKCSH","ENSG00000130175","ENST00000853002","19",11422369,11450969,1,11435699,11450968,11435699,2366,NA,"","protein_coding","protein_coding","ENSP00000523061"
"PRKCSH","ENSG00000130175","ENST00000853003","19",11422369,11450969,1,11435697,11450965,11435697,2049,NA,"","protein_coding","protein_coding","ENSP00000523062"
"PRKCSH","ENSG00000130175","ENST00000853004","19",11422369,11450969,1,11435699,11450965,11435699,2273,NA,"","protein_coding","protein_coding","ENSP00000523063"
"PRKCSH","ENSG00000130175","ENST00000853005","19",11422369,11450969,1,11435697,11450966,11435697,2020,NA,"","protein_coding","protein_coding","ENSP00000523064"
"PRKCSH","ENSG00000130175","ENST00000853006","19",11422369,11450969,1,11435699,11450965,11435699,2243,NA,"","protein_coding","protein_coding","ENSP00000523065"
"PRKCSH","ENSG00000130175","ENST00000853007","19",11422369,11450969,1,11435699,11450964,11435699,2269,NA,"","protein_coding","protein_coding","ENSP00000523066"
"PRKCSH","ENSG00000130175","ENST00000853008","19",11422369,11450969,1,11435713,11450965,11435713,2202,NA,"","protein_coding","protein_coding","ENSP00000523067"
"PRKCSH","ENSG00000130175","ENST00000853009","19",11422369,11450969,1,11435699,11449531,11435699,2035,NA,"","protein_coding","protein_coding","ENSP00000523068"
"PRKCSH","ENSG00000130175","ENST00000916401","19",11422369,11450969,1,11422369,11450969,11422369,3531,NA,"","protein_coding","protein_coding","ENSP00000586460"
"PRKCSH","ENSG00000130175","ENST00000951514","19",11422369,11450969,1,11435309,11450968,11435309,2402,NA,"","protein_coding","protein_coding","ENSP00000621573"
"PRKCSH","ENSG00000130175","ENST00000951515","19",11422369,11450969,1,11435309,11450965,11435309,2315,NA,"","protein_coding","protein_coding","ENSP00000621574"
"PRKCSH","ENSG00000130175","ENST00000951516","19",11422369,11450969,1,11435309,11450965,11435309,2459,NA,"","protein_coding","protein_coding","ENSP00000621575"
"PRKCSH","ENSG00000130175","ENST00000951517","19",11422369,11450969,1,11435309,11450964,11435309,2317,NA,"","protein_coding","protein_coding","ENSP00000621576"
"PRKCSH","ENSG00000130175","ENST00001066575","19",11422369,11450969,1,11435645,11450968,11435645,2740,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000736381"
"PRKCSH","ENSG00000130175","ENST00001066576","19",11422369,11450969,1,11435650,11450968,11435650,1988,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000736382"
"PRKCSH","ENSG00000130175","ENST00001118627","19",11422369,11450969,1,11435273,11450965,11435273,1112,NA,"","protein_coding","protein_coding","ENSP00000788432"
"PRKCSH","ENSG00000130175","ENST00001118628","19",11422369,11450969,1,11435630,11450968,11435630,2341,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000788433"
"PRKCSH","ENSG00000130175","ENST00001123905","19",11422369,11450969,1,11435630,11450968,11435630,2227,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000793710"
"RORB","ENSG00000198963","ENST00000376896","9",74497329,74693177,1,74497335,74693177,74497335,9581,1,"tsl1 (assigned to previous version 7)","protein_coding","protein_coding","ENSP00000366093"
"RORB","ENSG00000198963","ENST00000396204","9",74497329,74693177,1,74615600,74687201,74615600,2996,NA,"tsl1","protein_coding","protein_coding","ENSP00000379507"
"RORB","ENSG00000198963","ENST00001134894","9",74497329,74693177,1,74497329,74693177,74497329,9587,NA,"","protein_coding","protein_coding","ENSP00000810718"
"EYA1","ENSG00000104313","ENST00000388742","8",71197432,71592025,-1,71197432,71356678,71356678,3908,NA,"tsl1","protein_coding","protein_coding","ENSP00000373394"
"EYA1","ENSG00000104313","ENST00000340726","8",71197432,71592025,-1,71197433,71362069,71362069,4163,1,"tsl1 (assigned to previous version 7)","protein_coding","protein_coding","ENSP00000342626"
"EYA1","ENSG00000104313","ENST00000465115","8",71197432,71592025,-1,71197435,71361731,71361731,3741,NA,"tsl2 (assigned to previous version 5)","protein_coding","nonsense_mediated_decay","ENSP00000428391"
"EYA1","ENSG00000104313","ENST00000303824","8",71197432,71592025,-1,71197432,71361860,71361860,3937,NA,"tsl2","protein_coding","protein_coding","ENSP00000303221"
"EYA1","ENSG00000104313","ENST00000642391","8",71197432,71592025,-1,71197443,71356694,71356694,3839,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000496700"
"EYA1","ENSG00000104313","ENST00000644424","8",71197432,71592025,-1,71197448,71270238,71270238,2741,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"EYA1","ENSG00000104313","ENST00000645793","8",71197432,71592025,-1,71197432,71548061,71548061,4333,NA,"","protein_coding","protein_coding","ENSP00000496255"
"EYA1","ENSG00000104313","ENST00000647540","8",71197432,71592025,-1,71197432,71547626,71547626,4032,NA,"","protein_coding","protein_coding","ENSP00000494438"
"EYA1","ENSG00000104313","ENST00000643681","8",71197432,71592025,-1,71197432,71548241,71548241,4224,NA,"","protein_coding","protein_coding","ENSP00000495390"
"EYA1","ENSG00000104313","ENST00000644229","8",71197432,71592025,-1,71197432,71547878,71547878,4105,NA,"","protein_coding","protein_coding","ENSP00000494568"
"EYA1","ENSG00000104313","ENST00000644712","8",71197432,71592025,-1,71197432,71548241,71548241,4116,NA,"","protein_coding","protein_coding","ENSP00000496188"
"EYA1","ENSG00000104313","ENST00000388741","8",71197432,71592025,-1,71197432,71362136,71362136,4100,NA,"tsl5 (assigned to previous version 6)","protein_coding","protein_coding","ENSP00000373393"
"EYA1","ENSG00000104313","ENST00000388743","8",71197432,71592025,-1,71197432,71356609,71356609,3836,NA,"tsl5","protein_coding","protein_coding","ENSP00000373395"
"EYA1","ENSG00000104313","ENST00000496494","8",71197432,71592025,-1,71199239,71356601,71356601,2343,NA,"tsl2 (assigned to previous version 5)","protein_coding","retained_intron",""
"EYA1","ENSG00000104313","ENST00000493349","8",71197432,71592025,-1,71215613,71299108,71299108,866,NA,"tsl5 (assigned to previous version 1)","protein_coding","nonsense_mediated_decay","ENSP00000428517"
"EYA1","ENSG00000104313","ENST00000422295","8",71197432,71592025,-1,71317659,71322461,71322461,440,NA,"tsl5","protein_coding","retained_intron",""
"EYA1","ENSG00000104313","ENST00000645451","8",71197432,71592025,-1,71321781,71361940,71361940,591,NA,"","protein_coding","protein_coding","ENSP00000494888"
"EYA1","ENSG00000104313","ENST00000523987","8",71197432,71592025,-1,71403440,71547657,71547657,1797,NA,"tsl1","protein_coding","protein_coding_CDS_not_defined",""
"EYA1","ENSG00000104313","ENST00000519927","8",71197432,71592025,-1,71529407,71548187,71548187,1057,NA,"tsl5","protein_coding","protein_coding_CDS_not_defined",""
"EYA1","ENSG00000104313","ENST00000518177","8",71197432,71592025,-1,71530872,71592025,71592025,773,NA,"tsl2","protein_coding","retained_intron",""
"EYA1","ENSG00000104313","ENST00000523327","8",71197432,71592025,-1,71549989,71568767,71568767,347,NA,"tsl3","protein_coding","protein_coding_CDS_not_defined",""
"EYA1","ENSG00000104313","ENST00000521794","8",71197432,71592025,-1,71568173,71585200,71585200,837,NA,"tsl2","protein_coding","retained_intron",""
"EYA1","ENSG00000104313","ENST00000388740","8",71197432,71592025,-1,71197432,71356689,71356689,3791,NA,"tsl5","protein_coding","protein_coding","ENSP00000373392"
"EYA1","ENSG00000104313","ENST00000419131","8",71197432,71592025,-1,71197432,71356511,71356511,3636,NA,"tsl1 (assigned to previous version 5)","protein_coding","protein_coding","ENSP00000410176"
"EYA1","ENSG00000104313","ENST00000862515","8",71197432,71592025,-1,71197432,71548004,71548004,4061,NA,"","protein_coding","protein_coding","ENSP00000532574"
"EYA1","ENSG00000104313","ENST00000862516","8",71197432,71592025,-1,71197432,71547878,71547878,4210,NA,"","protein_coding","protein_coding","ENSP00000532575"
"EYA1","ENSG00000104313","ENST00000862517","8",71197432,71592025,-1,71197432,71547742,71547742,4071,NA,"","protein_coding","protein_coding","ENSP00000532576"
"EYA1","ENSG00000104313","ENST00000862518","8",71197432,71592025,-1,71197432,71361790,71361790,3870,NA,"","protein_coding","protein_coding","ENSP00000532577"
"EYA1","ENSG00000104313","ENST00000964980","8",71197432,71592025,-1,71197432,71362090,71362090,4182,NA,"","protein_coding","protein_coding","ENSP00000635039"
"EYA1","ENSG00000104313","ENST00000964981","8",71197432,71592025,-1,71197432,71356775,71356775,3990,NA,"","protein_coding","protein_coding","ENSP00000635040"
"EYA1","ENSG00000104313","ENST00000964982","8",71197432,71592025,-1,71197432,71356716,71356716,3928,NA,"","protein_coding","protein_coding","ENSP00000635041"
"EYA1","ENSG00000104313","ENST00001129920","8",71197432,71592025,-1,71353727,71548241,71548241,1790,NA,"","protein_coding","protein_coding","ENSP00000799725"
"EYA1","ENSG00000104313","ENST00001134886","8",71197432,71592025,-1,71197432,71362069,71362069,4164,NA,"","protein_coding","protein_coding","ENSP00000808012"
"GATA4","ENSG00000136574","ENST00000528712","8",11676785,11763223,1,11676959,11763223,11676959,5837,NA,"tsl2","protein_coding","protein_coding","ENSP00000435043"
"GATA4","ENSG00000136574","ENST00000532977","8",11676785,11763223,1,11676960,11708360,11676960,877,NA,"tsl1","protein_coding","protein_coding","ENSP00000473671"
"GATA4","ENSG00000136574","ENST00000526974","8",11676785,11763223,1,11692626,11708381,11692626,832,NA,"tsl2","protein_coding","protein_coding","ENSP00000473598"
"GATA4","ENSG00000136574","ENST00000526716","8",11676785,11763223,1,11704151,11757082,11704151,686,NA,"tsl4","protein_coding","protein_coding","ENSP00000435347"
