Type,"Gene Symbol /Region Name",GRCh37,"HI Score","TS Score",OMIMMorbid,%HI,pLI,LOEUF,"LastEvaluated Date"
Gene,CAPN3HGNC:1480,15:42651699-42704515,AutosomalRecessive,NoEvidence,"OMIM Morbid",21.69,0,0.9,08/22/2016
Gene,CAPRIN1HGNC:6743,11:34073278-34124157,LittleEvidence,NoEvidence,"OMIM Morbid",10.57,1,0.37,07/24/2024
Gene,CARD14HGNC:16446,17:78143829-78183130,NoEvidence,NoEvidence,"OMIM Morbid",75.93,0,1.22,08/01/2013
Gene,CASKHGNC:1497,X:41374187-41782807,SufficientEvidence,NoEvidence,"OMIM Morbid",3.08,1,0.07,06/28/2012
Gene,CASP10HGNC:1500,2:202047864-202094129,LittleEvidence,NoEvidence,"OMIM Morbid",89.09,0,1.05,04/10/2020
Gene,CASQ2HGNC:1513,1:116242642-116311335,AutosomalRecessive,,"OMIM Morbid",18.61,0,1.32,08/22/2016
Gene,CASRHGNC:1514,3:121902515-122010476,NoEvidence,NoEvidence,"OMIM Morbid",3.37,1,0.47,03/02/2012
Gene,CASZ1HGNC:26002,1:10696661-10856703,LittleEvidence,NoEvidence,OMIM,12.36,1,0.29,04/25/2019
Gene,CATSPER2HGNC:18810,15:43920701-43941082,AutosomalRecessive,NoEvidence,OMIM,73.76,0,1.05,09/20/2012
Gene,CBFBHGNC:1539,16:67063052-67134961,NoEvidence,NoEvidence,"OMIM Morbid",9.25,0.2,1.07,02/22/2012
Gene,CBLHGNC:1541,11:119077049-119178859,NoEvidence,NoEvidence,"OMIM Morbid",3.6,0,0.62,02/14/2024
Gene,CBSHGNC:1550,21:44473301-44496983,AutosomalRecessive,NoEvidence,"OMIM Morbid",40.28,0,0.73,08/22/2016
Gene,CBY2HGNC:30720,13:46276455-46288694,SensitivityUnlikely,NoEvidence,OMIM,62.14,0,1.39,02/03/2021
Gene,CC2D2AHGNC:29253,4:15471489-15603180,AutosomalRecessive,NoEvidence,"OMIM Morbid",79.39,0,0.86,07/17/2013
Gene,CCBE1HGNC:29426,18:57098171-57364655,AutosomalRecessive,,"OMIM Morbid",44.75,0,0.93,08/22/2016
Gene,CCDC39HGNC:25244,3:180331796-180397277,AutosomalRecessive,NoEvidence,"OMIM Morbid",54.04,0,1.23,08/22/2016
Gene,CCDC40HGNC:26090,17:78010441-78074412,AutosomalRecessive,,"OMIM Morbid",95.52,0,0.96,08/22/2016
Gene,CCDC8HGNC:25367,19:46913586-46916821,AutosomalRecessive,NoEvidence,"OMIM Morbid",90.02,0,1.8,08/22/2016
Gene,CCN6HGNC:12771,6:112375307-112390889,AutosomalRecessive,,"OMIM Morbid",48.76,0,1.06,08/22/2016
Gene,CCNQHGNC:28434,X:152853383-152864595,LittleEvidence,NoEvidence,"OMIM Morbid",61.79,0.9,0.4,06/11/2024
Gene,CCT5HGNC:1618,5:10250033-10266524,AutosomalRecessive,NoEvidence,"OMIM Morbid",23.05,1,0.24,08/22/2016
Gene,CD19HGNC:1633,16:28943292-28950663,AutosomalRecessive,,"OMIM Morbid",36.07,0.01,0.63,08/22/2016
Gene,CD27HGNC:11922,12:6554121-6560879,AutosomalRecessive,,"OMIM Morbid",67.27,0,0.95,07/28/2023
Gene,CD36HGNC:1663,7:80231523-80308593,AutosomalRecessive,,"OMIM Morbid",15.69,0,1.95,08/22/2016
Gene,CD3DHGNC:1673,11:118209669-118213420,AutosomalRecessive,,"OMIM Morbid",84.89,0,1.33,08/22/2016
Gene,CD3EHGNC:1674,11:118175445-118186888,AutosomalRecessive,NoEvidence,"OMIM Morbid",86.63,0.47,0.66,05/09/2017
Gene,CD3GHGNC:1675,11:118215059-118225876,AutosomalRecessive,,"OMIM Morbid",82.39,0,1.19,08/22/2016
Gene,CD40LGHGNC:11935,X:135730317-135742549,SufficientEvidence,NoEvidence,"OMIM Morbid",8.39,0.72,0.56,04/08/2020
Gene,CD59HGNC:1689,11:33724556-33758025,AutosomalRecessive,,"OMIM Morbid",97.5,0.57,1.28,08/22/2016
Gene,CD8AHGNC:1706,2:87011728-87035519,AutosomalRecessive,NoEvidence,"OMIM Morbid",84.5,0,1.5,08/22/2016
Gene,CDAN1HGNC:1713,15:43015742-43029326,AutosomalRecessive,NoEvidence,"OMIM Morbid",40.71,0,0.91,08/22/2016
Gene,CDC42BPBHGNC:1738,14:103398717-103523886,EmergingEvidence,NoEvidence,"OMIM Morbid",65.08,1,0.24,07/23/2025
Gene,CDC73HGNC:16783,1:193091161-193223945,SufficientEvidence,NoEvidence,"OMIM Morbid",11.74,1,0.42,04/13/2022
Gene,CDH1HGNC:1748,16:68771195-68869440,SufficientEvidence,NoEvidence,"OMIM Morbid",0.51,0.85,0.51,04/10/2020
Gene,CDH15HGNC:1754,16:89238156-89261900,NoEvidence,NoEvidence,"OMIM Morbid",74.65,0,1.41,08/08/2013
Gene,CDH23HGNC:13733,10:73156677-73575704,AutosomalRecessive,,"OMIM Morbid",15.83,0,0.69,08/22/2016
Gene,CDHR1HGNC:14550,10:85954293-85979377,AutosomalRecessive,,"OMIM Morbid",54.74,0,1.01,08/22/2016
Gene,CDIN1HGNC:26929,15:36871827-37102445,AutosomalRecessive,,"OMIM Morbid",2.88,0,0.93,08/22/2016
Gene,CDK13HGNC:1733,7:39989855-40139179,SufficientEvidence,NoEvidence,"OMIM Morbid",11.16,1,0.44,09/04/2025
Gene,CDK4HGNC:1773,12:58141510-58146093,NoEvidence,NoEvidence,"OMIM Morbid",1.03,0.56,0.61,09/02/2020
Gene,CDK5RAP2HGNC:18672,9:123151153-123342445,AutosomalRecessive,,"OMIM Morbid",55.08,0,0.69,08/22/2016
Gene,CDK6HGNC:1777,7:92234235-92465887,AutosomalRecessive,,"OMIM Morbid",1.6,1,0.41,08/22/2016
Gene,CDKL5HGNC:11411,X:18443728-18671749,SufficientEvidence,NoEvidence,"OMIM Morbid",13.18,1,0.23,07/12/2012
Gene,CDKN1BHGNC:1785,12:12870302-12875303,SufficientEvidence,NoEvidence,"OMIM Morbid",1.36,0.24,0.81,07/08/2020
Gene,CDKN1CHGNC:1786,11:2904448-2907005,SufficientEvidence,NoEvidence,"OMIM Morbid",24.52,0,1.94,09/25/2020
Gene,CDKN2AHGNC:1787,9:21967751-21995323,SufficientEvidence,NoEvidence,"OMIM Morbid",0.81,0.62,0.79,03/18/2022
Gene,CDT1HGNC:24576,16:88870197-88875666,AutosomalRecessive,,"OMIM Morbid",45.26,0,1.74,08/22/2016
Gene,CDY1HGNC:1809,Y:27768264-27771049,NoEvidence,NoEvidence,OMIM,93.18,‐,‐,08/22/2012
Gene,CEBPAHGNC:1833,19:33790840-33793470,NoEvidence,NoEvidence,"OMIM Morbid",47.24,0.26,1.37,06/09/2022
Gene,CEBPEHGNC:1836,14:23586515-23588464,AutosomalRecessive,,"OMIM Morbid",30.23,0.05,0.85,08/22/2016
Gene,CELF4HGNC:14015,18:34823003-35145761,LittleEvidence,NoEvidence,OMIM,4.37,0.83,0.55,12/07/2022
Gene,CENPPHGNC:32933,9:95087750-95382811,NoEvidence,NoEvidence,OMIM,76.86,0,1.27,09/19/2012
Gene,CEP164HGNC:29182,11:117192494-117283982,AutosomalRecessive,NoEvidence,"OMIM Morbid",29.41,0,1.01,08/22/2016
Gene,CEP290HGNC:29021,12:88442793-88535865,AutosomalRecessive,NoEvidence,"OMIM Morbid",13.34,0,1.1,08/22/2012
Gene,CEP78HGNC:25740,9:80850991-80894606,AutosomalRecessive,NoEvidence,"OMIM Morbid",49.15,0,1.53,10/23/2017
Gene,CERS3HGNC:23752,15:100940600-101084888,AutosomalRecessive,,"OMIM Morbid",62.26,0,1.14,08/22/2016
Gene,CERT1HGNC:2205,5:74664311-74807806,NoEvidence,NoEvidence,"OMIM Morbid",14.73,0.1,0.66,01/25/2023
Gene,CFAP418HGNC:27232,8:96257141-96281429,AutosomalRecessive,NoEvidence,"OMIM Morbid",54.96,0,1.64,08/22/2016
Gene,CFAP53HGNC:26530,18:47753563-47792865,AutosomalRecessive,NoEvidence,"OMIM Morbid",72.99,0,1.28,08/22/2016
Gene,CFC1HGNC:18292,2:131349738-131357148,NoEvidence,NoEvidence,"OMIM Morbid",88.86,0.86,0.59,09/22/2021
Gene,CFDHGNC:2771,19:859664-863641,AutosomalRecessive,NoEvidence,"OMIM Morbid",76.28,0,1.95,08/22/2016
Gene,CFL2HGNC:1875,14:35178319-35183799,AutosomalRecessive,,"OMIM Morbid",4.83,0.11,0.91,08/22/2016
Gene,CFTRHGNC:1884,7:117120079-117308719,AutosomalRecessive,,"OMIM Morbid",2.33,0,1.15,08/22/2016
Gene,CHAMP1HGNC:20311,13:115079978-115092797,LittleEvidence,NoEvidence,"OMIM Morbid",52.86,1,0.16,06/10/2025
Gene,CHATHGNC:1912,10:50817141-50875988,AutosomalRecessive,,"OMIM Morbid",10,0,0.97,08/22/2016
Gene,CHD1LHGNC:1916,1:146644326-146767443,NoEvidence,NoEvidence,OMIM,45.36,0,1.15,08/30/2018
Gene,CHD2HGNC:1917,15:93443554-93571226,SufficientEvidence,NoEvidence,"OMIM Morbid",20.62,1,0.17,10/23/2019
Gene,CHD4HGNC:1919,12:6679248-6716545,LittleEvidence,NoEvidence,"OMIM Morbid",9.88,1,0.19,11/30/2022
Gene,CHD5HGNC:16816,1:6161847-6240381,LittleEvidence,NoEvidence,"OMIM Morbid",47.85,1,0.38,09/27/2022
Gene,CHD7HGNC:20626,8:61591299-61780587,SufficientEvidence,NoEvidence,"OMIM Morbid",2.4,1,0.11,04/11/2023
Gene,CHD8HGNC:20153,14:21853358-21924282,SufficientEvidence,NoEvidence,"OMIM Morbid",11.24,1,0.15,04/25/2018
Gene,CHEK1HGNC:1925,11:125495031-125546150,NoEvidence,NoEvidence,"OMIM Morbid",3.14,0,0.83,11/10/2021
Gene,CHEK2HGNC:16627,22:29083731-29137822,SufficientEvidence,NoEvidence,"OMIM Morbid",6.9,0,1.4,01/08/2020
Gene,CHKBHGNC:1938,22:51017392-51021278,AutosomalRecessive,NoEvidence,"OMIM Morbid",60.19,0,1.02,08/22/2016
Gene,CHL1HGNC:1939,3:238446-451100,NoEvidence,NoEvidence,OMIM,45.34,0,0.68,12/12/2023
Gene,CHMHGNC:1940,X:85116185-85302562,SufficientEvidence,NoEvidence,"OMIM Morbid",25.28,1,0.19,03/24/2021
Gene,CHMP1AHGNC:8740,16:89710843-89724116,AutosomalRecessive,NoEvidence,"OMIM Morbid",33.54,0,1.05,08/22/2016
Gene,CHMP7HGNC:28439,8:23101150-23119512,NoEvidence,NoEvidence,OMIM,23,0.98,0.5,09/27/2022
Gene,CHRDL1HGNC:29861,X:109917084-110039045,SufficientEvidence,NoEvidence,"OMIM Morbid",24.72,0.22,0.52,12/08/2016
Gene,CHRM3HGNC:1952,1:239549868-240078750,NoEvidence,NoEvidence,"OMIM Morbid",33.36,1,0.42,11/16/2023
Gene,CHRNA7HGNC:1960,15:32322686-32465219,NoEvidence,NoEvidence,OMIM,40.52,0,1.07,05/10/2018
Gene,CHST6HGNC:6938,16:75505940-75529339,AutosomalRecessive,NoEvidence,"OMIM Morbid",57.77,0.26,1.71,08/22/2016
Gene,CHSY1HGNC:17198,15:101715932-101792253,AutosomalRecessive,NoEvidence,"OMIM Morbid",54.01,1,0.36,08/22/2016
Gene,CICHGNC:14214,19:42772682-42799948,SufficientEvidence,NoEvidence,"OMIM Morbid",37.93,1,0.25,11/08/2022
Gene,CIDECHGNC:24229,3:9908394-9921937,AutosomalRecessive,NoEvidence,"OMIM Morbid",62.02,0,0.93,08/22/2016
Gene,CITED2HGNC:1987,6:139692944-139695785,NoEvidence,NoEvidence,"OMIM Morbid",3.47,0.9,0.59,11/29/2023
Gene,CLASP1HGNC:17088,2:122095352-122407038,NoEvidence,NoEvidence,OMIM,18.65,1,0.24,12/13/2022
Gene,CLCF1HGNC:17412,11:67131639-67141648,AutosomalRecessive,,"OMIM Morbid",30.27,0.33,0.73,08/22/2016
Gene,CLCN4HGNC:2022,X:10125015-10205700,LittleEvidence,NoEvidence,"OMIM Morbid",28.47,1,0.15,07/27/2022
Gene,CLCN5HGNC:2023,X:49687206-49863887,SufficientEvidence,NoEvidence,"OMIM Morbid",13.07,0.99,0.28,10/18/2012
Gene,CLCNKAHGNC:2026,1:16348531-16360545,AutosomalRecessive,NoEvidence,"OMIM Morbid",75.9,0,0.96,05/17/2012
Gene,CLCNKBHGNC:2027,1:16370277-16383821,AutosomalRecessive,NoEvidence,"OMIM Morbid",71.85,0,1.07,11/17/2011
Gene,CLDN14HGNC:2035,21:37832919-37948867,AutosomalRecessive,NoEvidence,"OMIM Morbid",39.29,0.03,1.75,08/22/2016
Gene,CLMPHGNC:24039,11:122940580-123065956,AutosomalRecessive,NoEvidence,"OMIM Morbid",26.76,0,0.79,08/22/2016
Gene,CLN3HGNC:2074,16:28477974-28503403,AutosomalRecessive,,"OMIM Morbid",55,0,1.02,08/22/2016
Gene,CLN8HGNC:2079,8:1711955-1734736,AutosomalRecessive,,"OMIM Morbid",76.78,0,1.18,08/22/2016
Gene,CLNKHGNC:17438,4:10488019-10686392,NoEvidence,NoEvidence,OMIM,84.67,0,1.31,06/02/2016
Gene,CLPPHGNC:2084,19:6361542-6370253,AutosomalRecessive,NoEvidence,"OMIM Morbid",37.05,0.01,0.94,03/06/2018
Gene,CLRN1HGNC:12605,3:150643950-150690786,AutosomalRecessive,NoEvidence,"OMIM Morbid",42.65,0,1.17,08/22/2016
Gene,CLTCHGNC:2092,17:57697256-57774317,SufficientEvidence,NoEvidence,"OMIM Morbid",4.77,1,0.1,09/27/2022
Gene,CNGB1HGNC:2151,16:57916244-58005032,AutosomalRecessive,,"OMIM Morbid",68.86,0,0.94,08/22/2016
Gene,CNKSR2HGNC:19701,X:21392536-21672807,SufficientEvidence,NoEvidence,"OMIM Morbid",7.56,1,0.19,01/12/2021
Gene,CNNM4HGNC:105,2:97426639-97477611,AutosomalRecessive,,"OMIM Morbid",64.14,0,0.79,08/22/2016
Gene,CNOT1HGNC:7877,16:58553855-58663730,SufficientEvidence,NoEvidence,"OMIM Morbid",4.66,1,0.06,12/13/2022
Gene,CNOT2HGNC:7878,12:70636798-70748773,LittleEvidence,NoEvidence,"OMIM Morbid",4.39,1,0.21,11/08/2022
Gene,CNOT3HGNC:7879,19:54641478-54659419,NoEvidence,NoEvidence,"OMIM Morbid",49.76,1,0.06,06/27/2018
Gene,CNTN1HGNC:2171,12:41086241-41466217,AutosomalRecessive,,"OMIM Morbid",22.29,1,0.43,08/22/2016
Gene,CNTN2HGNC:2172,1:205012077-205047417,AutosomalRecessive,NoEvidence,"OMIM Morbid",20.14,0.02,0.54,08/22/2016
Gene,CNTN4HGNC:2174,3:2140550-3099643,NoEvidence,NoEvidence,OMIM,6.9,0,0.73,06/14/2022
Gene,CNTN6HGNC:2176,3:1134708-1445901,NoEvidence,NoEvidence,OMIM,39.69,0,1.32,09/28/2022
Gene,CNTNAP2HGNC:13830,7:145813893-148118090,LittleEvidence,NoEvidence,"OMIM Morbid",4.94,0,0.72,10/23/2019
Gene,CNTNAP5HGNC:18748,2:124782864-125678796,LittleEvidence,NoEvidence,OMIM,23.81,0,0.63,09/24/2024
Gene,COG1HGNC:6545,17:71189194-71204646,AutosomalRecessive,,"OMIM Morbid",67.93,0,0.72,08/22/2016
Gene,COG4HGNC:18620,16:70514470-70557457,AutosomalRecessive,,"OMIM Morbid",21.66,0,0.81,08/22/2016
Gene,COG7HGNC:18622,16:23399814-23464510,AutosomalRecessive,NoEvidence,"OMIM Morbid",68.01,0,0.65,04/09/2015
Gene,COG8HGNC:18623,16:69360331-69373467,AutosomalRecessive,NoEvidence,"OMIM Morbid",32.72,0,1.26,03/25/2015
Gene,COL11A1HGNC:2186,1:103342029-103574078,LittleEvidence,NoEvidence,"OMIM Morbid",8.57,1,0.35,10/19/2011
Gene,COL16A1HGNC:2193,1:32117864-32169618,SensitivityUnlikely,NoEvidence,OMIM,41.54,0,0.8,02/01/2021
Gene,COL1A1HGNC:2197,17:48261462-48278992,SufficientEvidence,NoEvidence,"OMIM Morbid",7.09,1,0.16,08/23/2012
Gene,COL1A2HGNC:2198,7:94024207-94060539,NoEvidence,NoEvidence,"OMIM Morbid",4.09,1,0.34,10/12/2012
Gene,COL2A1HGNC:2200,12:48366750-48398259,SufficientEvidence,NoEvidence,"OMIM Morbid",2.04,1,0.18,07/29/2020
Gene,COL3A1HGNC:2201,2:189839099-189877472,SufficientEvidence,NoEvidence,"OMIM Morbid",14.75,1,0.29,01/12/2017
Gene,COL4A3HGNC:2204,2:228029340-228179508,AutosomalRecessive,NoEvidence,"OMIM Morbid",47.51,0,0.71,05/22/2013
Gene,COL4A5HGNC:2207,X:107683068-107940775,SufficientEvidence,NoEvidence,"OMIM Morbid",8.97,1,0.19,09/08/2020
Gene,COL5A1HGNC:2209,9:137533649-137736689,SufficientEvidence,NoEvidence,"OMIM Morbid",35.85,1,0.09,12/14/2017
Gene,COL6A5HGNC:26674,3:130064359-130203690,SensitivityUnlikely,NoEvidence,OMIM,76.88,0,0,02/02/2021
Gene,COL7A1HGNC:2214,3:48601506-48632762,AutosomalRecessive,,"OMIM Morbid",45.68,0,0.69,02/08/2023
Gene,COL9A1HGNC:2217,6:70924764-71012787,NoEvidence,NoEvidence,"OMIM Morbid",23.89,0,0.89,11/06/2013
Gene,COL9A2HGNC:2218,1:40766161-40782958,NoEvidence,NoEvidence,"OMIM Morbid",42.16,0,0.82,10/09/2013
Gene,COLEC11HGNC:17213,2:3642702-3692234,AutosomalRecessive,NoEvidence,"OMIM Morbid",55.58,0,1.17,08/22/2016
Gene,COLQHGNC:2226,3:15491640-15563213,AutosomalRecessive,NoEvidence,"OMIM Morbid",5.64,0,0.9,08/22/2016
Gene,COQ2HGNC:25223,4:84184977-84206287,AutosomalRecessive,NoEvidence,"OMIM Morbid",68.33,0,1.03,08/22/2016
Gene,CORO1AHGNC:2252,16:30194923-30200397,AutosomalRecessive,NoEvidence,"OMIM Morbid",26.02,0.71,0.57,08/22/2016
Gene,COX10HGNC:2260,17:13972821-14111994,AutosomalRecessive,,"OMIM Morbid",60.22,0,0.94,08/22/2016
Gene,COX14HGNC:28216,12:50506019-50514236,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.4,0.22,1.2,08/22/2016
Gene,COX15HGNC:2263,10:101454050-101491884,AutosomalRecessive,NoEvidence,"OMIM Morbid",39.87,0,1.2,08/22/2016
Gene,COX20HGNC:26970,1:244998608-245008365,AutosomalRecessive,,"OMIM Morbid",46.76,0.06,1.93,08/22/2016
Gene,COX6B1HGNC:2280,19:36139225-36149684,AutosomalRecessive,NoEvidence,"OMIM Morbid",28.4,0.99,0.42,08/22/2016
Gene,CPHGNC:2295,3:148880201-148939616,AutosomalRecessive,,"OMIM Morbid",46.99,0,0.63,08/22/2016
Gene,CPA4HGNC:15740,7:129933001-129964020,NoEvidence,NoEvidence,OMIM,54.59,0,1.1,07/25/2012
Gene,CPA6HGNC:17245,8:68334273-68658595,NoEvidence,NoEvidence,"OMIM Morbid",29.99,0,1.34,09/04/2019
Gene,CPAPHGNC:17272,13:25456417-25496999,AutosomalRecessive,,"OMIM Morbid",54.37,0,0.94,08/22/2016
Gene,CPLANE1HGNC:25801,5:37106337-37249478,AutosomalRecessive,NoEvidence,"OMIM Morbid",76.94,0,0.73,08/22/2016
Gene,CPN1HGNC:2312,10:101801950-101841626,AutosomalRecessive,NoEvidence,"OMIM Morbid",57.42,0,1.01,08/22/2016
Gene,CPS1HGNC:2323,2:211342409-211543831,AutosomalRecessive,,"OMIM Morbid",5.16,0,0.77,08/22/2016
Gene,CPT1AHGNC:2328,11:68522088-68609384,AutosomalRecessive,NoEvidence,"OMIM Morbid",54.76,0,0.71,08/22/2016
Gene,CRADDHGNC:2340,12:94071151-94288616,AutosomalRecessive,NoEvidence,"OMIM Morbid",41.34,0.03,1,08/22/2016
Gene,CREBBPHGNC:2348,16:3775055-3930714,SufficientEvidence,NoEvidence,"OMIM Morbid",0.62,1,0.1,10/23/2019
Gene,CRHR1HGNC:2357,17:43861686-43913194,NoEvidence,NoEvidence,OMIM,4.8,0,0.66,07/06/2012
Gene,CRIPTHGNC:14312,2:46844354-46857315,AutosomalRecessive,NoEvidence,"OMIM Morbid",13.94,0.19,1.85,08/22/2016
Gene,CRIPTOHGNC:11701,3:46616025-46623947,LittleEvidence,NoEvidence,"OMIM Morbid",77.65,0,1.33,12/27/2011
Gene,CRKLHGNC:2363,22:21271695-21308035,LittleEvidence,NoEvidence,OMIM,4.35,1,0.32,04/13/2020
Gene,CRPPAHGNC:37276,7:16127150-16461163,AutosomalRecessive,,"OMIM Morbid",58.01,0,1.46,08/22/2016
Gene,CRTAPHGNC:2379,3:33155506-33189265,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.18,0,1.25,08/22/2016
Gene,CRYBA1HGNC:2394,17:27573877-27581512,NoEvidence,NoEvidence,"OMIM Morbid",8.17,0,0.99,06/06/2013
Gene,CRYBB2HGNC:2398,22:25615606-25627836,NoEvidence,NoEvidence,"OMIM Morbid",48.55,0.09,0.77,01/10/2023
Gene,CRYGCHGNC:2410,2:208992861-208994552,NoEvidence,NoEvidence,"OMIM Morbid",31.55,0,0.94,05/22/2013
Gene,CSF2RAHGNC:2435,X:1387707-1444111,AutosomalRecessive,NoEvidence,"OMIM Morbid",91.07,0,1.12,08/23/2021
Gene,CSF2RBHGNC:2436,22:37309670-37336481,AutosomalRecessive,,"OMIM Morbid",89.46,0.93,0.51,08/22/2016
Gene,CSMD1HGNC:14026,8:2792883-4852436,LittleEvidence,NoEvidence,OMIM,47.53,0,0.59,10/08/2024
Gene,CSNK2A1HGNC:2457,20:453142-524434,LittleEvidence,NoEvidence,"OMIM Morbid",2.89,1,0.27,06/26/2024
Gene,CSPP1HGNC:26193,8:67976603-68108849,AutosomalRecessive,NoEvidence,"OMIM Morbid",45.84,0,0.88,08/22/2016
Gene,CSTBHGNC:2482,21:45193831-45196189,AutosomalRecessive,NoEvidence,"OMIM Morbid",86.14,0,1.68,08/22/2016
Gene,CTC1HGNC:26169,17:8128133-8151374,AutosomalRecessive,NoEvidence,"OMIM Morbid",69.4,0,0.78,10/08/2019
Gene,CTCFHGNC:13723,16:67596429-67673088,SufficientEvidence,NoEvidence,"OMIM Morbid",2.59,1,0.21,09/22/2021
Gene,CTDP1HGNC:2498,18:77439803-77516625,AutosomalRecessive,,"OMIM Morbid",76.13,0,0.65,08/22/2016
Gene,CTHHGNC:2501,1:70876951-70905534,AutosomalRecessive,NoEvidence,"OMIM Morbid",52.82,0,1.08,08/22/2016
Gene,CTNNA1HGNC:2509,5:138089114-138270723,SufficientEvidence,NoEvidence,"OMIM Morbid",2.28,0.97,0.49,10/12/2022
Gene,CTNNA3HGNC:2511,10:67672281-69455953,NoEvidence,NoEvidence,"OMIM Morbid",2.58,0,0.88,10/24/2018
Gene,CTNNB1HGNC:2514,3:41240996-41281934,SufficientEvidence,NoEvidence,"OMIM Morbid",0.18,1,0.14,11/22/2017
Gene,CTNND2HGNC:2516,5:10971948-11904558,LittleEvidence,NoEvidence,OMIM,5.83,1,0.23,10/12/2021
Gene,CTNSHGNC:2518,17:3539753-3566397,AutosomalRecessive,NoEvidence,"OMIM Morbid",58.83,0,0.76,08/22/2012
Gene,CTSBHGNC:2527,8:11700033-11725596,NoEvidence,NoEvidence,"OMIM Morbid",36.44,0,1.76,02/08/2012
Gene,CUBNHGNC:2548,10:16865965-17171810,AutosomalRecessive,NoEvidence,"OMIM Morbid",67.86,0,0.76,08/22/2016
Gene,CUL3HGNC:2553,2:225334867-225450080,SufficientEvidence,NoEvidence,"OMIM Morbid",4.57,1,0.37,01/24/2018
Gene,CUL4BHGNC:2555,X:119657713-119709387,SufficientEvidence,NoEvidence,"OMIM Morbid",8.31,1,0.09,02/09/2021
Gene,CYB5AHGNC:2570,18:71918081-71959198,AutosomalRecessive,NoEvidence,"OMIM Morbid",56.3,0.04,1.2,08/22/2016
Gene,CYBBHGNC:2578,X:37639312-37672714,SufficientEvidence,NoEvidence,"OMIM Morbid",10.63,1,0.19,05/27/2020
Gene,CYLDHGNC:2584,16:50775997-50835846,SufficientEvidence,NoEvidence,"OMIM Morbid",2.21,1,0.33,02/10/2021
Gene,CYP21A2HGNC:2600,6:32006192-32009421,AutosomalRecessive,NoEvidence,"OMIM Morbid",65.79,0,0.91,07/06/2012
Gene,CYP24A1HGNC:2602,20:52769985-52790525,AutosomalRecessive,,"OMIM Morbid",56.17,0,1.51,08/22/2016
Gene,CYP27A1HGNC:2605,2:219646870-219680016,AutosomalRecessive,,"OMIM Morbid",64.32,0,1.04,08/22/2016
Gene,CYP3A43HGNC:17450,7:99425636-99463716,SensitivityUnlikely,NoEvidence,OMIM,35.98,0,0.96,02/02/2021
Gene,CYP4F22HGNC:26820,19:15619336-15663128,AutosomalRecessive,,"OMIM Morbid",70.99,0,0.77,08/22/2016
Gene,CYP4V2HGNC:23198,4:187112721-187134617,AutosomalRecessive,,"OMIM Morbid",70.46,0,1.13,08/22/2016
Gene,D2HGDHHGNC:28358,2:242674045-242708226,AutosomalRecessive,,"OMIM Morbid",73.35,0,0.91,08/22/2016
Gene,DARS2HGNC:25538,1:173793811-173827684,AutosomalRecessive,NoEvidence,"OMIM Morbid",28.68,0,0.92,08/22/2016
Gene,DAZ1HGNC:2682,Y:25275502-25345241,NoEvidence,NoEvidence,OMIM,76.54,‐,‐,10/17/2012
Gene,DBHHGNC:2689,9:136501485-136524451,AutosomalRecessive,NoEvidence,"OMIM Morbid",53.24,0,0.94,08/22/2016
Gene,DBTHGNC:2698,1:100652475-100715390,AutosomalRecessive,,"OMIM Morbid",14.95,0,1.26,08/22/2016
Gene,DCHS1HGNC:13681,11:6642561-6677040,LittleEvidence,NoEvidence,"OMIM Morbid",44.76,0.32,0.49,08/31/2018
Gene,DCLRE1CHGNC:17642,10:14939358-14996431,AutosomalRecessive,NoEvidence,"OMIM Morbid",58.59,0,0.87,08/22/2016
Gene,DCXHGNC:2714,X:110537007-110655420,SufficientEvidence,NoEvidence,"OMIM Morbid",1.65,0.3,0.62,07/06/2012
Gene,DCXRHGNC:18985,17:79993734-79995573,AutosomalRecessive,NoEvidence,"OMIM Morbid",66.61,0,1.36,08/22/2016
Gene,DDB2HGNC:2718,11:47236525-47260768,AutosomalRecessive,NoEvidence,"OMIM Morbid",26.33,0,0.72,08/22/2016
Gene,DDHD1HGNC:19714,14:53503473-53620041,AutosomalRecessive,NoEvidence,"OMIM Morbid",40.86,0,0.64,09/25/2014
Gene,DDOSTHGNC:2728,1:20978270-20987862,AutosomalRecessive,NoEvidence,"OMIM Morbid",29.71,0,0.75,08/22/2016
Gene,DDX3XHGNC:2745,X:41192561-41223725,SufficientEvidence,NoEvidence,"OMIM Morbid",12.73,1,0.12,11/22/2017
Gene,DDX41HGNC:18674,5:176938578-176943962,SufficientEvidence,NoEvidence,"OMIM Morbid",25.66,0,0.77,02/09/2022
Gene,DEPDC5HGNC:18423,22:32149954-32304019,SufficientEvidence,NoEvidence,"OMIM Morbid",37.92,1,0.4,06/30/2025
Gene,DGKEHGNC:2852,17:54911512-54946928,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.28,0,1,08/22/2016
Gene,DGUOKHGNC:2858,2:74154007-74186073,AutosomalRecessive,,"OMIM Morbid",54.68,0,1.12,08/22/2016
Gene,DHCR7HGNC:2860,11:71145457-71159439,AutosomalRecessive,NoEvidence,"OMIM Morbid",54.8,0,1.09,04/04/2012
Gene,DHODHHGNC:2867,16:72042643-72061558,AutosomalRecessive,NoEvidence,"OMIM Morbid",25.78,0,1.04,08/22/2016
